Training on 285 samples. Training 30000 steps.
2019-07-21 15:38:50 step:9760  loss:0.2725 l_f:0.1915 loss_0:0.3066 loss_1:0.3194 
2019-07-21 15:39:18 step:9780  loss:0.3481 l_f:0.2328 loss_0:0.3860 loss_1:0.4256 
2019-07-21 15:39:46 step:9800  loss:0.1764 l_f:0.1238 loss_0:0.1621 loss_1:0.2432 
2019-07-21 15:40:14 step:9820  loss:0.2553 l_f:0.2103 loss_0:0.2830 loss_1:0.2725 
2019-07-21 15:40:42 step:9840  loss:0.3164 l_f:0.2235 loss_0:0.3178 loss_1:0.4080 
2019-07-21 15:41:10 step:9860  loss:0.6792 l_f:0.5238 loss_0:0.9812 loss_1:0.5326 
2019-07-21 15:41:38 step:9880  loss:0.2321 l_f:0.1383 loss_0:0.2257 loss_1:0.3324 
2019-07-21 15:42:06 step:9900  loss:0.4683 l_f:0.4396 loss_0:0.4821 loss_1:0.4834 
2019-07-21 15:42:33 step:9920  loss:0.2513 l_f:0.1839 loss_0:0.2409 loss_1:0.3293 
2019-07-21 15:43:00 step:9940  loss:0.2924 l_f:0.1748 loss_0:0.2789 loss_1:0.4234 
2019-07-21 15:43:28 step:9960  loss:0.4546 l_f:0.3999 loss_0:0.4696 loss_1:0.4944 
2019-07-21 15:43:55 step:9980  loss:0.2199 l_f:0.1364 loss_0:0.2233 loss_1:0.3000 
2019-07-21 15:44:23 step:10000 loss:0.2339 l_f:0.1381 loss_0:0.1993 loss_1:0.3644 
2019-07-21 15:44:50 step:10020 loss:0.5842 l_f:0.5361 loss_0:0.6569 loss_1:0.5596 
2019-07-21 15:45:17 step:10040 loss:0.3535 l_f:0.2436 loss_0:0.4412 loss_1:0.3756 
2019-07-21 15:45:45 step:10060 loss:0.1852 l_f:0.1050 loss_0:0.1735 loss_1:0.2771 
2019-07-21 15:46:12 step:10080 loss:0.2678 l_f:0.1674 loss_0:0.2426 loss_1:0.3933 
2019-07-21 15:46:40 step:10100 loss:0.4788 l_f:0.4465 loss_0:0.5057 loss_1:0.4842 
2019-07-21 15:47:07 step:10120 loss:0.3940 l_f:0.2880 loss_0:0.3197 loss_1:0.5744 
2019-07-21 15:47:35 step:10140 loss:0.1720 l_f:0.0810 loss_0:0.1462 loss_1:0.2888 
2019-07-21 15:48:03 step:10160 loss:0.4454 l_f:0.4201 loss_0:0.4223 loss_1:0.4937 
2019-07-21 15:48:31 step:10180 loss:0.3262 l_f:0.1899 loss_0:0.3579 loss_1:0.4309 
2019-07-21 15:48:59 step:10200 loss:0.2319 l_f:0.1331 loss_0:0.1846 loss_1:0.3779 
2019-07-21 15:49:27 step:10220 loss:0.2715 l_f:0.1686 loss_0:0.2750 loss_1:0.3709 
2019-07-21 15:49:55 step:10240 loss:0.2972 l_f:0.1729 loss_0:0.2919 loss_1:0.4267 
2019-07-21 15:50:23 step:10260 loss:0.2220 l_f:0.1282 loss_0:0.1919 loss_1:0.3458 
2019-07-21 15:50:51 step:10280 loss:0.1830 l_f:0.0996 loss_0:0.1853 loss_1:0.2642 
2019-07-21 15:51:18 step:10300 loss:0.3591 l_f:0.2760 loss_0:0.3581 loss_1:0.4431 
2019-07-21 15:51:45 step:10320 loss:0.2178 l_f:0.1423 loss_0:0.2001 loss_1:0.3111 
2019-07-21 15:52:13 step:10340 loss:0.2312 l_f:0.1236 loss_0:0.1751 loss_1:0.3949 
2019-07-21 15:52:41 step:10360 loss:0.4561 l_f:0.3352 loss_0:0.5132 loss_1:0.5199 
2019-07-21 15:53:09 step:10380 loss:0.1857 l_f:0.1237 loss_0:0.1945 loss_1:0.2389 
2019-07-21 15:53:36 step:10400 loss:0.2951 l_f:0.2096 loss_0:0.2981 loss_1:0.3775 
2019-07-21 15:54:04 step:10420 loss:0.5114 l_f:0.4442 loss_0:0.4956 loss_1:0.5943 
2019-07-21 15:54:32 step:10440 loss:0.4232 l_f:0.3017 loss_0:0.3819 loss_1:0.5859 
2019-07-21 15:54:59 step:10460 loss:0.2167 l_f:0.1255 loss_0:0.1747 loss_1:0.3498 
2019-07-21 15:55:27 step:10480 loss:0.2657 l_f:0.2025 loss_0:0.2760 loss_1:0.3185 
2019-07-21 15:55:54 step:10500 loss:0.4847 l_f:0.4539 loss_0:0.5322 loss_1:0.4680 
2019-07-21 15:56:21 step:10520 loss:0.2022 l_f:0.1452 loss_0:0.1585 loss_1:0.3030 
2019-07-21 15:56:48 step:10540 loss:0.2829 l_f:0.2283 loss_0:0.3046 loss_1:0.3159 
2019-07-21 15:57:16 step:10560 loss:0.2101 l_f:0.1161 loss_0:0.1624 loss_1:0.3518 
2019-07-21 15:57:44 step:10580 loss:0.1445 l_f:0.0729 loss_0:0.1242 loss_1:0.2364 
2019-07-21 15:58:12 step:10600 loss:0.3471 l_f:0.2432 loss_0:0.3577 loss_1:0.4404 
2019-07-21 15:58:40 step:10620 loss:0.3002 l_f:0.1913 loss_0:0.3063 loss_1:0.4030 
2019-07-21 15:59:08 step:10640 loss:0.3697 l_f:0.2807 loss_0:0.3679 loss_1:0.4605 
2019-07-21 15:59:35 step:10660 loss:0.2637 l_f:0.1666 loss_0:0.2604 loss_1:0.3640 
2019-07-21 16:00:03 step:10680 loss:0.2031 l_f:0.1350 loss_0:0.1999 loss_1:0.2744 
2019-07-21 16:00:30 step:10700 loss:0.4002 l_f:0.2815 loss_0:0.3938 loss_1:0.5254 
2019-07-21 16:00:58 step:10720 loss:0.4895 l_f:0.4257 loss_0:0.4664 loss_1:0.5764 
2019-07-21 16:01:25 step:10740 loss:0.1856 l_f:0.1376 loss_0:0.1629 loss_1:0.2564 
2019-07-21 16:01:53 step:10760 loss:0.2735 l_f:0.1591 loss_0:0.2913 loss_1:0.3702 
2019-07-21 16:02:21 step:10780 loss:0.2947 l_f:0.2122 loss_0:0.3019 loss_1:0.3699 
2019-07-21 16:02:48 step:10800 loss:0.1923 l_f:0.1400 loss_0:0.2004 loss_1:0.2365 
2019-07-21 16:03:16 step:10820 loss:0.1956 l_f:0.1459 loss_0:0.1875 loss_1:0.2534 
2019-07-21 16:03:43 step:10840 loss:0.2696 l_f:0.1631 loss_0:0.2635 loss_1:0.3821 
2019-07-21 16:04:11 step:10860 loss:0.2718 l_f:0.2650 loss_0:0.2484 loss_1:0.3019 
2019-07-21 16:04:39 step:10880 loss:0.1933 l_f:0.1247 loss_0:0.1694 loss_1:0.2857 
2019-07-21 16:05:07 step:10900 loss:0.3042 l_f:0.2236 loss_0:0.2927 loss_1:0.3964 
2019-07-21 16:05:35 step:10920 loss:0.3861 l_f:0.2885 loss_0:0.3624 loss_1:0.5074 
2019-07-21 16:06:03 step:10940 loss:0.2897 l_f:0.2076 loss_0:0.2960 loss_1:0.3656 
2019-07-21 16:06:31 step:10960 loss:0.3934 l_f:0.2995 loss_0:0.4525 loss_1:0.4281 
2019-07-21 16:06:58 step:10980 loss:0.2181 l_f:0.1409 loss_0:0.2005 loss_1:0.3128 
2019-07-21 16:07:25 step:11000 loss:0.3474 l_f:0.2359 loss_0:0.3544 loss_1:0.4520 
2019-07-21 16:07:54 step:11020 loss:0.4215 l_f:0.3752 loss_0:0.5150 loss_1:0.3743 
2019-07-21 16:08:22 step:11040 loss:0.2712 l_f:0.1936 loss_0:0.2631 loss_1:0.3569 
2019-07-21 16:08:49 step:11060 loss:0.2117 l_f:0.1328 loss_0:0.2061 loss_1:0.2962 
2019-07-21 16:09:17 step:11080 loss:0.2114 l_f:0.1402 loss_0:0.1851 loss_1:0.3090 
2019-07-21 16:09:45 step:11100 loss:0.4494 l_f:0.4342 loss_0:0.4852 loss_1:0.4289 
2019-07-21 16:10:13 step:11120 loss:0.1914 l_f:0.1271 loss_0:0.1720 loss_1:0.2752 
2019-07-21 16:10:41 step:11140 loss:0.3219 l_f:0.2557 loss_0:0.2936 loss_1:0.4163 
2019-07-21 16:11:09 step:11160 loss:0.2151 l_f:0.1356 loss_0:0.1932 loss_1:0.3163 
2019-07-21 16:11:37 step:11180 loss:0.4140 l_f:0.3237 loss_0:0.4722 loss_1:0.4461 
2019-07-21 16:12:04 step:11200 loss:0.3198 l_f:0.1822 loss_0:0.2665 loss_1:0.5106 
2019-07-21 16:12:33 step:11220 loss:0.2661 l_f:0.1584 loss_0:0.2050 loss_1:0.4349 
2019-07-21 16:13:00 step:11240 loss:0.4100 l_f:0.3132 loss_0:0.3738 loss_1:0.5429 
2019-07-21 16:13:28 step:11260 loss:0.4585 l_f:0.3356 loss_0:0.5123 loss_1:0.5277 
2019-07-21 16:13:56 step:11280 loss:0.2967 l_f:0.2086 loss_0:0.2445 loss_1:0.4369 
2019-07-21 16:14:23 step:11300 loss:0.2146 l_f:0.1235 loss_0:0.1419 loss_1:0.3783 
2019-07-21 16:14:51 step:11320 loss:0.2762 l_f:0.2171 loss_0:0.2593 loss_1:0.3523 
2019-07-21 16:15:19 step:11340 loss:0.4383 l_f:0.3058 loss_0:0.3862 loss_1:0.6230 
2019-07-21 16:15:46 step:11360 loss:0.3578 l_f:0.3045 loss_0:0.3605 loss_1:0.4084 
2019-07-21 16:16:14 step:11380 loss:0.3194 l_f:0.2383 loss_0:0.3317 loss_1:0.3883 
2019-07-21 16:16:41 step:11400 loss:0.3036 l_f:0.2452 loss_0:0.2754 loss_1:0.3901 
2019-07-21 16:17:09 step:11420 loss:0.1775 l_f:0.1051 loss_0:0.1800 loss_1:0.2474 
2019-07-21 16:17:37 step:11440 loss:0.2643 l_f:0.1985 loss_0:0.2436 loss_1:0.3509 
2019-07-21 16:18:05 step:11460 loss:0.1765 l_f:0.1240 loss_0:0.1734 loss_1:0.2323 
2019-07-21 16:18:33 step:11480 loss:0.2277 l_f:0.1195 loss_0:0.2020 loss_1:0.3616 
2019-07-21 16:19:01 step:11500 loss:0.4573 l_f:0.4357 loss_0:0.4689 loss_1:0.4672 
2019-07-21 16:19:28 step:11520 loss:0.2131 l_f:0.1475 loss_0:0.2227 loss_1:0.2690 
2019-07-21 16:19:56 step:11540 loss:0.3044 l_f:0.2052 loss_0:0.3231 loss_1:0.3849 
2019-07-21 16:20:23 step:11560 loss:0.4681 l_f:0.4451 loss_0:0.4890 loss_1:0.4702 
2019-07-21 16:20:51 step:11580 loss:0.2651 l_f:0.1686 loss_0:0.2622 loss_1:0.3647 
2019-07-21 16:21:18 step:11600 loss:0.1793 l_f:0.1211 loss_0:0.1535 loss_1:0.2631 
2019-07-21 16:21:46 step:11620 loss:0.3280 l_f:0.2010 loss_0:0.2866 loss_1:0.4962 
2019-07-21 16:22:14 step:11640 loss:0.2522 l_f:0.1802 loss_0:0.2138 loss_1:0.3625 
2019-07-21 16:22:42 step:11660 loss:0.2693 l_f:0.1702 loss_0:0.2786 loss_1:0.3590 
2019-07-21 16:23:09 step:11680 loss:0.2028 l_f:0.1138 loss_0:0.1833 loss_1:0.3113 
2019-07-21 16:23:37 step:11700 loss:0.4673 l_f:0.4325 loss_0:0.4815 loss_1:0.4879 
2019-07-21 16:24:05 step:11720 loss:0.2026 l_f:0.1293 loss_0:0.2158 loss_1:0.2628 
2019-07-21 16:24:32 step:11740 loss:0.4239 l_f:0.3751 loss_0:0.4165 loss_1:0.4802 
2019-07-21 16:25:01 step:11760 loss:0.3582 l_f:0.2931 loss_0:0.3692 loss_1:0.4124 
2019-07-21 16:25:28 step:11780 loss:0.2908 l_f:0.1658 loss_0:0.2551 loss_1:0.4514 
2019-07-21 16:25:56 step:11800 loss:0.4733 l_f:0.4401 loss_0:0.4678 loss_1:0.5120 
2019-07-21 16:26:24 step:11820 loss:0.5090 l_f:0.2063 loss_0:0.8600 loss_1:0.4608 
2019-07-21 16:26:52 step:11840 loss:0.1972 l_f:0.1364 loss_0:0.1954 loss_1:0.2600 
2019-07-21 16:27:19 step:11860 loss:0.4467 l_f:0.4174 loss_0:0.4866 loss_1:0.4360 
2019-07-21 16:27:47 step:11880 loss:0.2945 l_f:0.1984 loss_0:0.3026 loss_1:0.3826 
2019-07-21 16:28:15 step:11900 loss:0.3413 l_f:0.2142 loss_0:0.3233 loss_1:0.4865 
2019-07-21 16:28:43 step:11920 loss:0.1652 l_f:0.1055 loss_0:0.1389 loss_1:0.2513 
2019-07-21 16:29:11 step:11940 loss:0.4220 l_f:0.3518 loss_0:0.4449 loss_1:0.4694 
2019-07-21 16:29:39 step:11960 loss:0.3229 l_f:0.2454 loss_0:0.3145 loss_1:0.4089 
2019-07-21 16:30:06 step:11980 loss:0.2838 l_f:0.1705 loss_0:0.2911 loss_1:0.3897 
2019-07-21 16:30:35 step:12000 loss:0.4973 l_f:0.4791 loss_0:0.4999 loss_1:0.5127 
2019-07-21 16:31:03 step:12020 loss:0.3916 l_f:0.2103 loss_0:0.4413 loss_1:0.5231 
2019-07-21 16:31:30 step:12040 loss:0.1915 l_f:0.1181 loss_0:0.1550 loss_1:0.3015 
2019-07-21 16:31:58 step:12060 loss:0.2459 l_f:0.1399 loss_0:0.2519 loss_1:0.3458 
2019-07-21 16:32:25 step:12080 loss:0.3064 l_f:0.2274 loss_0:0.2940 loss_1:0.3977 
2019-07-21 16:32:53 step:12100 loss:0.2150 l_f:0.1229 loss_0:0.1923 loss_1:0.3299 
2019-07-21 16:33:20 step:12120 loss:0.1837 l_f:0.0906 loss_0:0.1444 loss_1:0.3163 
2019-07-21 16:33:48 step:12140 loss:0.6056 l_f:0.5289 loss_0:0.6382 loss_1:0.6496 
2019-07-21 16:34:15 step:12160 loss:0.2207 l_f:0.1371 loss_0:0.2102 loss_1:0.3148 
2019-07-21 16:34:43 step:12180 loss:0.3170 l_f:0.2535 loss_0:0.3192 loss_1:0.3781 
2019-07-21 16:35:10 step:12200 loss:0.5770 l_f:0.5296 loss_0:0.6039 loss_1:0.5973 
2019-07-21 16:35:38 step:12220 loss:0.3497 l_f:0.2735 loss_0:0.3601 loss_1:0.4155 
2019-07-21 16:36:06 step:12240 loss:0.4450 l_f:0.2918 loss_0:0.4218 loss_1:0.6213 
2019-07-21 16:36:35 step:12260 loss:0.2484 l_f:0.2076 loss_0:0.2336 loss_1:0.3041 
2019-07-21 16:37:03 step:12280 loss:0.3068 l_f:0.2076 loss_0:0.2948 loss_1:0.4179 
2019-07-21 16:37:29 step:12300 loss:0.2969 l_f:0.1834 loss_0:0.2847 loss_1:0.4226 
2019-07-21 16:37:58 step:12320 loss:0.1813 l_f:0.0775 loss_0:0.2163 loss_1:0.2501 
2019-07-21 16:38:25 step:12340 loss:0.2147 l_f:0.1472 loss_0:0.1999 loss_1:0.2969 
2019-07-21 16:38:53 step:12360 loss:0.2142 l_f:0.1263 loss_0:0.2019 loss_1:0.3145 
2019-07-21 16:39:21 step:12380 loss:0.1758 l_f:0.1217 loss_0:0.1654 loss_1:0.2403 
2019-07-21 16:39:49 step:12400 loss:0.2976 l_f:0.1715 loss_0:0.2276 loss_1:0.4936 
2019-07-21 16:40:17 step:12420 loss:0.1770 l_f:0.1271 loss_0:0.1969 loss_1:0.2071 
2019-07-21 16:40:45 step:12440 loss:0.1809 l_f:0.1219 loss_0:0.1757 loss_1:0.2451 
2019-07-21 16:41:12 step:12460 loss:0.2029 l_f:0.1523 loss_0:0.1733 loss_1:0.2832 
2019-07-21 16:41:39 step:12480 loss:0.1712 l_f:0.0937 loss_0:0.1652 loss_1:0.2546 
2019-07-21 16:42:07 step:12500 loss:0.3793 l_f:0.2678 loss_0:0.3388 loss_1:0.5313 
2019-07-21 16:42:35 step:12520 loss:0.7171 l_f:0.6899 loss_0:0.7663 loss_1:0.6949 
2019-07-21 16:43:03 step:12540 loss:0.2437 l_f:0.1765 loss_0:0.2537 loss_1:0.3009 
2019-07-21 16:43:30 step:12560 loss:0.3030 l_f:0.1575 loss_0:0.2535 loss_1:0.4980 
2019-07-21 16:43:58 step:12580 loss:0.2406 l_f:0.1528 loss_0:0.2005 loss_1:0.3685 
2019-07-21 16:44:26 step:12600 loss:0.1431 l_f:0.0729 loss_0:0.1324 loss_1:0.2241 
2019-07-21 16:44:54 step:12620 loss:0.1634 l_f:0.1055 loss_0:0.1587 loss_1:0.2259 
2019-07-21 16:45:21 step:12640 loss:0.1683 l_f:0.0955 loss_0:0.1705 loss_1:0.2391 
2019-07-21 16:45:49 step:12660 loss:0.2555 l_f:0.1764 loss_0:0.2266 loss_1:0.3634 
2019-07-21 16:46:17 step:12680 loss:0.2069 l_f:0.1122 loss_0:0.2022 loss_1:0.3063 
2019-07-21 16:46:44 step:12700 loss:0.2518 l_f:0.1763 loss_0:0.2367 loss_1:0.3424 
2019-07-21 16:47:12 step:12720 loss:0.2215 l_f:0.1708 loss_0:0.1790 loss_1:0.3149 
2019-07-21 16:47:40 step:12740 loss:0.3118 l_f:0.2537 loss_0:0.2811 loss_1:0.4006 
2019-07-21 16:48:08 step:12760 loss:0.2491 l_f:0.1501 loss_0:0.2057 loss_1:0.3914 
2019-07-21 16:48:35 step:12780 loss:0.1614 l_f:0.1147 loss_0:0.1607 loss_1:0.2089 
2019-07-21 16:49:03 step:12800 loss:0.3126 l_f:0.2604 loss_0:0.2744 loss_1:0.4032 
2019-07-21 16:49:31 step:12820 loss:0.5309 l_f:0.4194 loss_0:0.5787 loss_1:0.5947 
2019-07-21 16:49:59 step:12840 loss:0.3417 l_f:0.2796 loss_0:0.3571 loss_1:0.3885 
2019-07-21 16:50:27 step:12860 loss:0.3039 l_f:0.1647 loss_0:0.2692 loss_1:0.4777 
2019-07-21 16:50:55 step:12880 loss:0.2540 l_f:0.1731 loss_0:0.2402 loss_1:0.3487 
2019-07-21 16:51:23 step:12900 loss:0.2309 l_f:0.1199 loss_0:0.2056 loss_1:0.3671 
2019-07-21 16:51:50 step:12920 loss:0.2034 l_f:0.1326 loss_0:0.2128 loss_1:0.2648 
2019-07-21 16:52:18 step:12940 loss:0.2837 l_f:0.1733 loss_0:0.2780 loss_1:0.3998 
2019-07-21 16:52:45 step:12960 loss:0.1836 l_f:0.1068 loss_0:0.1671 loss_1:0.2769 
2019-07-21 16:53:14 step:12980 loss:0.2298 l_f:0.1547 loss_0:0.2138 loss_1:0.3209 
2019-07-21 16:53:41 step:13000 loss:0.1751 l_f:0.0972 loss_0:0.1904 loss_1:0.2377 
2019-07-21 16:54:09 step:13020 loss:0.1611 l_f:0.0894 loss_0:0.1764 loss_1:0.2175 
2019-07-21 16:54:38 step:13040 loss:0.1464 l_f:0.0801 loss_0:0.1244 loss_1:0.2346 
2019-07-21 16:55:05 step:13060 loss:0.5036 l_f:0.4701 loss_0:0.5472 loss_1:0.4935 
2019-07-21 16:55:33 step:13080 loss:0.2985 l_f:0.2339 loss_0:0.2678 loss_1:0.3937 
2019-07-21 16:56:01 step:13100 loss:0.1920 l_f:0.0999 loss_0:0.1549 loss_1:0.3212 
2019-07-21 16:56:28 step:13120 loss:0.2532 l_f:0.1625 loss_0:0.2532 loss_1:0.3439 
2019-07-21 16:56:57 step:13140 loss:0.1785 l_f:0.1097 loss_0:0.1572 loss_1:0.2686 
2019-07-21 16:57:24 step:13160 loss:0.3977 l_f:0.2915 loss_0:0.3284 loss_1:0.5732 
2019-07-21 16:57:52 step:13180 loss:0.5970 l_f:0.5505 loss_0:0.6317 loss_1:0.6090 
2019-07-21 16:58:20 step:13200 loss:0.1994 l_f:0.1065 loss_0:0.1918 loss_1:0.2999 
2019-07-21 16:58:48 step:13220 loss:0.2050 l_f:0.1334 loss_0:0.1884 loss_1:0.2931 
2019-07-21 16:59:16 step:13240 loss:0.5635 l_f:0.4968 loss_0:0.6157 loss_1:0.5781 
2019-07-21 16:59:43 step:13260 loss:0.2379 l_f:0.1511 loss_0:0.1916 loss_1:0.3711 
2019-07-21 17:00:11 step:13280 loss:0.1641 l_f:0.0812 loss_0:0.1787 loss_1:0.2323 
2019-07-21 17:00:38 step:13300 loss:0.4370 l_f:0.3315 loss_0:0.4712 loss_1:0.5085 
2019-07-21 17:01:06 step:13320 loss:0.2238 l_f:0.1715 loss_0:0.2164 loss_1:0.2835 
2019-07-21 17:01:34 step:13340 loss:0.3874 l_f:0.2773 loss_0:0.3511 loss_1:0.5337 
2019-07-21 17:02:01 step:13360 loss:0.2317 l_f:0.1362 loss_0:0.1512 loss_1:0.4075 
2019-07-21 17:02:28 step:13380 loss:0.1615 l_f:0.1162 loss_0:0.1613 loss_1:0.2070 
2019-07-21 17:02:56 step:13400 loss:0.1736 l_f:0.1230 loss_0:0.1521 loss_1:0.2456 
2019-07-21 17:03:24 step:13420 loss:0.1428 l_f:0.0834 loss_0:0.1332 loss_1:0.2118 
2019-07-21 17:03:51 step:13440 loss:0.4157 l_f:0.2762 loss_0:0.3430 loss_1:0.6279 
2019-07-21 17:04:19 step:13460 loss:0.3434 l_f:0.2387 loss_0:0.2888 loss_1:0.5028 
2019-07-21 17:04:47 step:13480 loss:0.3866 l_f:0.2776 loss_0:0.3727 loss_1:0.5094 
2019-07-21 17:05:14 step:13500 loss:0.3811 l_f:0.2738 loss_0:0.3625 loss_1:0.5070 
2019-07-21 17:05:42 step:13520 loss:0.2009 l_f:0.1289 loss_0:0.1753 loss_1:0.2985 
2019-07-21 17:06:10 step:13540 loss:0.1652 l_f:0.0997 loss_0:0.1564 loss_1:0.2396 
2019-07-21 17:06:38 step:13560 loss:0.2636 l_f:0.1925 loss_0:0.2551 loss_1:0.3432 
2019-07-21 17:07:05 step:13580 loss:0.1652 l_f:0.0820 loss_0:0.1285 loss_1:0.2852 
2019-07-21 17:07:33 step:13600 loss:0.2182 l_f:0.1629 loss_0:0.1985 loss_1:0.2932 
2019-07-21 17:08:01 step:13620 loss:0.2184 l_f:0.1450 loss_0:0.1761 loss_1:0.3342 
2019-07-21 17:08:28 step:13640 loss:0.4289 l_f:0.4009 loss_0:0.4606 loss_1:0.4253 
2019-07-21 17:08:56 step:13660 loss:0.2401 l_f:0.1478 loss_0:0.2205 loss_1:0.3520 
2019-07-21 17:09:23 step:13680 loss:0.3854 l_f:0.2764 loss_0:0.3010 loss_1:0.5788 
2019-07-21 17:09:50 step:13700 loss:0.4662 l_f:0.3788 loss_0:0.4930 loss_1:0.5267 
2019-07-21 17:10:18 step:13720 loss:0.2714 l_f:0.2000 loss_0:0.2520 loss_1:0.3621 
2019-07-21 17:10:45 step:13740 loss:0.3930 l_f:0.3079 loss_0:0.3509 loss_1:0.5201 
2019-07-21 17:11:12 step:13760 loss:0.3239 l_f:0.1980 loss_0:0.1866 loss_1:0.5870 
2019-07-21 17:11:41 step:13780 loss:0.4471 l_f:0.3434 loss_0:0.4920 loss_1:0.5061 
2019-07-21 17:12:09 step:13800 loss:0.1822 l_f:0.1175 loss_0:0.1687 loss_1:0.2603 
2019-07-21 17:12:37 step:13820 loss:0.3224 l_f:0.2506 loss_0:0.2941 loss_1:0.4226 
2019-07-21 17:13:05 step:13840 loss:0.1999 l_f:0.1100 loss_0:0.1794 loss_1:0.3104 
2019-07-21 17:13:33 step:13860 loss:0.1961 l_f:0.1294 loss_0:0.2276 loss_1:0.2314 
2019-07-21 17:14:00 step:13880 loss:0.1567 l_f:0.1034 loss_0:0.1873 loss_1:0.1794 
2019-07-21 17:14:28 step:13900 loss:0.2045 l_f:0.1345 loss_0:0.2190 loss_1:0.2599 
2019-07-21 17:14:55 step:13920 loss:0.2275 l_f:0.1746 loss_0:0.2374 loss_1:0.2704 
2019-07-21 17:15:23 step:13940 loss:0.4759 l_f:0.4578 loss_0:0.4903 loss_1:0.4796 
2019-07-21 17:15:51 step:13960 loss:0.1728 l_f:0.0941 loss_0:0.1561 loss_1:0.2684 
2019-07-21 17:16:19 step:13980 loss:0.2109 l_f:0.1295 loss_0:0.2002 loss_1:0.3028 
2019-07-21 17:16:46 step:14000 loss:0.2499 l_f:0.1148 loss_0:0.2173 loss_1:0.4174 
2019-07-21 17:17:14 step:14020 loss:0.2002 l_f:0.1084 loss_0:0.2157 loss_1:0.2764 
2019-07-21 17:17:42 step:14040 loss:0.1585 l_f:0.1024 loss_0:0.1415 loss_1:0.2316 
2019-07-21 17:18:09 step:14060 loss:0.2476 l_f:0.1479 loss_0:0.2206 loss_1:0.3743 
2019-07-21 17:18:37 step:14080 loss:0.1971 l_f:0.1115 loss_0:0.1936 loss_1:0.2863 
2019-07-21 17:19:04 step:14100 loss:0.2349 l_f:0.1656 loss_0:0.2074 loss_1:0.3316 
2019-07-21 17:19:32 step:14120 loss:0.1666 l_f:0.1250 loss_0:0.1684 loss_1:0.2065 
2019-07-21 17:20:00 step:14140 loss:0.2252 l_f:0.1443 loss_0:0.1756 loss_1:0.3556 
2019-07-21 17:20:28 step:14160 loss:0.2231 l_f:0.1155 loss_0:0.2499 loss_1:0.3038 
2019-07-21 17:20:55 step:14180 loss:0.2531 l_f:0.1934 loss_0:0.2448 loss_1:0.3213 
2019-07-21 17:21:23 step:14200 loss:0.4597 l_f:0.4322 loss_0:0.4946 loss_1:0.4524 
2019-07-21 17:21:50 step:14220 loss:0.1833 l_f:0.1007 loss_0:0.1451 loss_1:0.3041 
2019-07-21 17:22:18 step:14240 loss:0.1642 l_f:0.0854 loss_0:0.2120 loss_1:0.1952 
2019-07-21 17:22:46 step:14260 loss:0.1501 l_f:0.0919 loss_0:0.1621 loss_1:0.1961 
2019-07-21 17:23:13 step:14280 loss:0.1791 l_f:0.0958 loss_0:0.1825 loss_1:0.2591 
2019-07-21 17:23:40 step:14300 loss:0.3641 l_f:0.2634 loss_0:0.3035 loss_1:0.5255 
2019-07-21 17:24:08 step:14320 loss:0.1425 l_f:0.0905 loss_0:0.1293 loss_1:0.2078 
2019-07-21 17:24:35 step:14340 loss:0.1653 l_f:0.1125 loss_0:0.1463 loss_1:0.2370 
2019-07-21 17:25:03 step:14360 loss:0.2912 l_f:0.2363 loss_0:0.2729 loss_1:0.3644 
2019-07-21 17:25:31 step:14380 loss:0.2408 l_f:0.1480 loss_0:0.1853 loss_1:0.3891 
2019-07-21 17:25:59 step:14400 loss:0.2209 l_f:0.1294 loss_0:0.1840 loss_1:0.3493 
2019-07-21 17:26:26 step:14420 loss:0.2409 l_f:0.1519 loss_0:0.2055 loss_1:0.3652 
2019-07-21 17:26:54 step:14440 loss:0.2165 l_f:0.1236 loss_0:0.1733 loss_1:0.3526 
2019-07-21 17:27:22 step:14460 loss:0.5476 l_f:0.5409 loss_0:0.5152 loss_1:0.5868 
2019-07-21 17:27:50 step:14480 loss:0.4332 l_f:0.3102 loss_0:0.5158 loss_1:0.4735 
2019-07-21 17:28:18 step:14500 loss:0.2035 l_f:0.1298 loss_0:0.1882 loss_1:0.2925 
2019-07-21 17:28:46 step:14520 loss:0.1738 l_f:0.0873 loss_0:0.1196 loss_1:0.3146 
2019-07-21 17:29:14 step:14540 loss:0.2710 l_f:0.1379 loss_0:0.2409 loss_1:0.4342 
2019-07-21 17:29:42 step:14560 loss:0.1840 l_f:0.0712 loss_0:0.2167 loss_1:0.2642 
2019-07-21 17:30:09 step:14580 loss:0.3999 l_f:0.3262 loss_0:0.4146 loss_1:0.4591 
2019-07-21 17:30:36 step:14600 loss:0.2798 l_f:0.1895 loss_0:0.2879 loss_1:0.3620 
2019-07-21 17:31:04 step:14620 loss:0.3330 l_f:0.2306 loss_0:0.3020 loss_1:0.4664 
2019-07-21 17:31:32 step:14640 loss:0.2747 l_f:0.1899 loss_0:0.2391 loss_1:0.3952 
2019-07-21 17:32:00 step:14660 loss:0.2199 l_f:0.1591 loss_0:0.2141 loss_1:0.2864 
2019-07-21 17:32:28 step:14680 loss:0.3368 l_f:0.2803 loss_0:0.3829 loss_1:0.3473 
2019-07-21 17:32:56 step:14700 loss:0.2011 l_f:0.1120 loss_0:0.1838 loss_1:0.3075 
2019-07-21 17:33:24 step:14720 loss:0.1527 l_f:0.1059 loss_0:0.1476 loss_1:0.2045 
